TurretMSPlasmaWeapon,"Plasma Turret",
TurretMSArtilleryWeapon,"Artillery Turret",
TurretMSPulseLaserWeapon,"Pulse Laser Turret",
RocketLauncherMSWeapon,"Rocket Launcher",
PulseLaserMSWeapon,"Pulse Laser",
TurretBaseMinigunWeapon,"Minigun Turret",
TurretBaseCannonWeapon,"Cannon Turret",
TurretBaseRocketWeapon,"Rocket Turret",
TurretBaseFlakWeapon,"Flak Turret",
TurretBasePlasmaWeapon,"Plasma Turret",
TurretBasePulseLaserWeapon,"Pulse Laser Turret",
TurretBaseArtilleryWeapon,"Artillery Turret",
MinigunSSWeapon,"Gatling Gun",
PlasmaCannonSSWeapon,"Plasma Cannon",
RocketLauncherSSWeapon,"Rocket Launcher",
RocketLauncherSSHomingWeapon,"Rocket Launcher (H-MSL)",
PulseLaserSSWeapon,"Pulse Laser",
RailgunSSWeapon,"Rail Gun",
TurretGVMinigunWeapon,"Gatling Gun",
TurretGVRocketWeapon,"Rocket Launcher",
TurretGVPlasmaWeapon,"Plasma Cannon",
TurretGVArtilleryWeapon,"Artillery Cannon",
ShotgunShells,"12Ga Shell",
50Caliber,.50Cal,
30mmBullet,"30mm Bullet",
15mmBullet,"15mm Bullet",
BioFuel,"Bio Fuel",
DrillCharge,"Drill Charge",
FillerCharge,"F&F Charge",
MultiCharge,"Multi Charge",
PulseLaserChargePistol,"LP Charge",
PulseLaserChargeRifle,"LR Charge",
FlakRocket,"Flak Shell BA",
FlakRocketMS,"Flak Shell CV",
ArtilleryRocket,"Artillery Shell HV",
SlowRocket,"120mm MSL",
SlowRocketHoming,"120mm H-MSL",
FastRocket,"135mm MSL SV",
FastRocketHoming,"135mm H-MSL SV/HV",
FastRocketMS,"150mm H-MSL CV",
FastRocketBA,"150mm H-MSL BA",
LargeRocket,"160mm MSL BA",
LargeRocketMS,"160mm MSL CV",
SciFiCannonPlasmaCharge,"Pl.Charge Cannon ",
PlasmaCannonChargeSS,"Pl.Charge SV",
TurretMSPlasmaCharge,"Pl.Charge CV",
TurretBAPlasmaCharge,"Pl.Charge BA",
TurretGVPlasmaCharge,"Pl.Charge HV",
PulseLaserChargeSS,"Ls.Charge SV",
PulseLaserChargeMS,"Ls.Charge CV",
PulseLaserChargeBA,"Ls.Charge BA",
IONCannonCharge,"ION Charge",
IONCannonCharge2,"ION Charge",
RailgunBullet,"Railgun Bullet",
IronOre,"Iron Ore",
CobaltOre,"Cobalt Ore",
SiliconOre,"Silicon Ore",
NeodymiumOre,"Neodymium Ore",
CopperOre,"Copper Ore",
PromethiumOre,"Promethium Ore",
MagnesiumOre,"Magnesium Ore",
ErestrumOre,"Erestrum Ore",
ZascosiumOre,"Zascosium Ore",
CrushedStone,"Crushed Stone",
SathiumOre,"Sathium Ore",
GoldOre,"Gold Ore",
PromethiumPellets,"Promethium Pellets",
EnergyCell,"Fuel Pack (Promethium)",
EnergyCellHydrogen,"Fuel Pack (Hydrogen)",
EnergyCellLarge,"Large Fuel Pack (Promethium)",
FusionCell,"Fusion Cell",
IronResource,"Iron Deposit",
PromethiumResource,"Promethium Deposit",
CopperResource,"Copper Deposit",
CobaltResource,"Cobalt Deposit",
SiliconResource,"Silicon Deposit",
MagnesiumResource,"Magnesium Deposit",
NeodymiumResource,"Neodymium Deposit",
ErestrumResource,"Erestrum Deposit",
ZascosiumResource,"Zascosium Deposit",
SathiumResource,"Sathium Deposit",
GoldResource,"Gold Deposit",
AsteroidIron,"Iron Meteorite",
AsteroidCopper,"Copper Meteorite",
AsteroidPromethium,"Promethium Meteorite",
AsteroidSilicon,"Silicon Meteorite",
AsteroidNeodymium,"Neodymium Meteorite",
AsteroidMagnesium,"Magnesium Meteorite",
AsteroidCobalt,"Cobalt Meteorite",
AsteroidErestrum,"Erestrum Meteorite",
AsteroidSathium,"Sathium Meteorite",
AsteroidZascosium,"Zascosium Meteorite",
AsteroidGold,"Gold Meteorite",
IronIngot,"Iron Ingot",
PromethiumIngot,"Promethium Ingot",
CopperIngot,"Copper Ingot",
CobaltIngot,"Cobalt Ingot",
SiliconIngot,"Silicon Ingot",
NeodymiumIngot,"Neodymium Ingot",
ErestrumIngot,"Erestrum Ingot",
ZascosiumIngot,"Zascosium Ingot",
SathiumIngot,"Sathium Ingot",
GoldIngot,"Gold Ingot",
CrystalBlue,"Blue Crystal",
CrystalWarp,Pentaxid,
MagnesiumPowder,"Magnesium Powder",
WoodLogs,"Wood Logs",
WoodPlanks,"Wood Planks",
Cement,Cement,
RockDust,"Rock Dust",
PlasticMaterial,"Plastic Raw Material",
Fiber,Fiber,
SeaWeed,Seaweed,
Corn,Corn,
GoldCoins,"Gold Coins",
MoneyCard,"Money Card",
IndoorPlant01,"Artificial Indoor Plant 1",
IndoorPlant02,"Artificial Indoor Plant 2",
IndoorPlant03,"Artificial Indoor Plant 3",
KitchenCounter,"Kitchen Counter",
BathroomCounter,"Bathroom Vanity",
ReceptionTable,"Reception Table",
ReceptionTableCorner,"Reception Table Corner",
SmallTable,"Small Table",
KitchenTable,"Dining Table Bench",
TableTV,"TV Table",
ControlStation,"Control Station",
Bookshelf,Bookshelf,
Sofa,Sofa,
Toilet,Toilet,
Shower,Shower,
Bed,"Bed 2",
ScifiBed,Bed,
ScifiLargeSofa,Bench,
ScifiNightstand,Nightstand,
ScifiSofa,"Bench 2",
ScifiStorage,Closet,
ScifiTable,Table,
ScifiShower,"Shower 2",
ScifiPlant,"Artificial Indoor Plant 4",
ScifiContainer1,"Cargo Box 1",
ScifiContainer2,"Cargo Box 2",
ScifiContainerEnergy,"Power Storage (Deco)",
ScifiContainerPower,"Cargo Box 3",
ScifiChair,Chair,
ScifiTableV2,"Table 2",
ScifiComputerTable,"Computer Table",
ScifiMediaCenter,"Media Center",
RottenFood,"Spoiled Food",
DurianRoot,"Durian Sprout",
SpaceOrange,"Space Oranges",
SpaceDurian,"Space Durians",
CornStage1,"Corn Sprout",
PumpkinStage1,"Pumpkin Sprout",
WheatStage1,"Wheat Sprout",
TomatoStage1,"Tomato Sprout",
Tomato,Tomatoes,
InsanityPepperStage1,"Space Kavae Sprout",
DesertPlant20Stage1,"Aloe Vera Sprout",
AlienPlantTube2Stage1,"Ahax Plant Sprout",
ElderberryStage1,"Akua Berry Sprout",
AlienPalmTreeStage1,"Space Orange Sprout",
AlienplantWormStage1,"Alien Honey Plant Sprout",
BulbShroomYoungStage1,"Textured Plant Protein Sprout",
Pearthing,"Pearthing Fruits",
FrenchFries,"Space Fries",
Pumpkin,Pumpkins,
PearthingStage1,"Pearthing Sprout",
Meat,"Raw Meat",
Steak,"Grilled Steak",
Stew,"Dino Stew Royal",
CannedVegetables,"Canned Vegetables",
CannedMeat,"Canned Meat",
CobraLeaves,"Cobra Leaves",
SeaWeedSnack,"Seaweed Snack",
Bread,Bread,
Egg,Egg,
Wheat,Wheat,
AkuaFruit,"Ahax Fruit",
Varonroot,"Varon Root",
MushroomSpiky,"Spiky Mushroom",
MushroomBrown,"Brown Mushroom",
TexturedPlantProtein,"Textured Plant Protein",
BulbPlantPod,"Gaea's Seed Pod",
VeggiePatty,"Veggie Patty",
VeggieBurger,"Veggie Burger",
MeatBurger,"Meat Burger",
OpuntiaCactusSpears,"Opuntia Cactus",
OpuntiaCactusPlant,"Opuntia Cactus Plant",
CheeseWheel,"Cheese Wheel",
CheeseSlice,"Cheese Slice",
MuleMilk,"Mule Milk",
AloeVera,"Aloe Vera",
NutrientSolution,"Nutrient Solution",
PixieStalkBundle,"Pixie Stalk Bundle",
PhoenixFernPlant,"Phoenix Fern Plant",
PhoenixFernRoot,"Phoenix Fern Root",
PhoenixFernFonds,"Phoenix Fern Frond",
AlienThorn,"Alien Thorn",
AlienTooth,"Alien Tooth",
CornDogFruit,"Corn Dog",
PastaWithRedSauce,"Pasta With Red Sauce",
SteamedTrumpetStalks,"Steamed Trumpet Greens",
TrumpetStalkBundle,"Trumpet Stalk Bundle",
BrainFungus,"Brafus Fungus",
BrafusFungi,"Brafus Fungi",
ConfettiMossScrapings,"Confetti Moss Scrapings",
FireMossScrapings,"Fire Moss Scrapings",
ClusterShroom,"Fire Moss",
EmergencyRations,"Emergency Rations",
WaterJug,"Water Jug",
WaterBottle,"Purified Water",
WaterBottleEmpty,"Empty water bottle",
KavaeBeans,"Kavae Beans",
RoastedKavaeBeans,"Roasted Kavae Beans",
EnergyPills,"Energy Pills",
KavaeCoffee,"Kavae Coffee",
AlienHoney,"Alien Honey",
AkuaBerry,"Akua Berry",
FruitPie,"Fruit Pie",
BakedPumpkin,"Baked Pumpkin",
PumpkinCookie,"Pumpkin Cookie",
AlienSpikeLemon,"Alien Spike Lemon",
EggPlantParts,"Egg Plant Parts",
AlienParts01,"Alien Plasma ZR1",
AlienParts02,"Alien Parts",
AlienParts03,"Alien Plasma T6",
Bandages,Bandages,
Medikit02,"Small Medikit",
Medikit03,"Large Medikit",
AntidotePills,"Antidote Pills",
AntidoteInjection,"Antidote Injection",
AntibioticOintment,"Antibiotic Ointment",
AdrenalineShot,"Adrenaline Shot",
CapacitorComponent,"Capacitor Device",
ControlPanel,"Control Device",
Electronics,Electronics,
FluxCoil,"Flux Coil",
PowerCoil,"Power Coil",
Motor,Motor,
ReactorCore,"Reactor Core",
SteelPlate,"Steel Plate",
SteelPlateArmored,"Hardened Steel Plate",
MetalComponents,"Metal Components",
MetalPieces,"Metal Pieces",
GlassPlate,"Glass Plate",
Cables,Cables,
Pipes,Pipes,
Computer,Computer,
AdvancedCPU,"Advanced CPU",
SpawnNewBase,"Base Starter",
SpawnNewSV,"Small Vessel Starter",
SpawnNewCV,"Capital Vessel Starter",
SpawnNewGV,"Hover Vessel Starter",
NameBase,Base,
NameSV,"Small Vessel",
NameCV,"Capital Vessel",
NameGV,"Hover Vessel",
AbbrevBase,BA,
AbbrevSV,SV,
AbbrevCV,CV,
AbbrevGV,HV,
DroneSmallFast01Rocket,"Rocket Drone",
DroneSmallAttackBase,"Minigun Drone",
DroneSmallSlow01Minigun,"Minigun Drone",
DroneSmallFast01Minigun,"Minigun Drone",
DroneSmallFast01Plasma,"Plasma Drone",
DroneSmallSlow01Cannon,"Cannon Drone",
DroneSmallSlow02Minigun,"Double Minigun Drone",
EnemyDroneV2Minigun,"Large Minigun Drone",
EnemyDroneV2Plasma,"Large Plasma Drone",
DroneLargeSlow01Minigun,"Large Minigun Drone",
DroneLargeSlow01Plasma,"Large Plasma Drone",
DroneLargeSlow02Minigun,"Large Double Minigun Drone",
DroneLargeSlow02Cannon,"Large Cannon Drone",
DroneLargeSlowGardian,"Heavy Drone (short range fire)",
SpaceDroneLaser,"Space Drone (Laser)",
SpaceDronePlasma,"Space Drone (Plasma)",
DroneTroopsTransport,"Troop Transport",
CaveWormGrey,Arachnid,
CaveWormGreyLeader,"Arachnid - Leader",
CaveWormGreyGroup,Arachnid,
CaveWormWhite,Arachnid,
CaveWormGreen,Arachnid,
MegalonopsGreen,Dinosaur,
MegalonopsGrey,Dinosaur,
MegalonopsBrown,Dinosaur,
LizardMule,"Lizard Mule",
LizardMuleBaby,"Lizard Mule Baby",
LizardMuleLeader,"Lizard Mule - Leader",
LizardMuleGroup,"Lizard Mule",
Overseer,Overseer,
Spinosaurus,Dinosaur,
AlienBug01,"Alien Insect",
AlienBug02,"Alien Scorpion",
AlienBug03,"Alien Bug",
AlienBug04,"Alien Worm",
Spider01,Spider,
Spider02,Spider,
Spider03,Spider,
Triceratops,Dinosaur,
TriceratopsBaby,"Dinosaur Baby",
WormDesertLarge,"Desert Worm (large)",
WormDesertLargeLeader,"Desert Worm Leader (large)",
WormDesertLargeGroup,"Desert Worm (large)",
WormDesert,"Desert Worm",
WormDesertLeader,"Desert Worm - Leader",
WormDesertGroup,"Desert Worm",
GolemDesert,"Desert Golem",
GolemSwamp,"Swamp Golem",
GolemIce,"Ice Golem",
ArmoredGolem,"Armored Golem",
Otyugh,Otyugh,
TotalHorror,Nightmare,
ZiraxMale,Zirax,
ZiraxFemale,Zirax,
TalonGuardian,"Talon Guardian",
TalonGuardianLeader,"Talon Guardian - Leader",
TalonGuardianGroup,"Talon Guardian",
Slime,Slime,
TurretRobot,"Turret Robot",
PlantMonster,"Plant Monster",
Hexapod,"Alien Insect",
RaptorNight,"Raptor Night",
Raptor,Raptor,
RaptorLeader,"Raptor - Leader",
RaptorGroup,Raptor,
ParasaurLeader,"Parasaur - Leader",
ParasaurGroup,Parasaur,
ParasaurBaby,"Parasaur Baby",
AlienAssassinGrey,"Alien Assassin",
Asteroid_resource01,Asteroid,
CV_Talos_Destroyed_back,"Crashed MS Titan (back part)",
CV_Talos_Destroyed_front,"Crashed MS Titan (front part)",
CV_Talos_Destroyed_mid,"Crashed MS Titan (mid part)",
CV_Titan_crashed_GC,"Crashed Ship",
CV_Titan_crashed,"Crashed Ship",
CV_Titan_crashedV2,"Crashed Ship",
CV_Hyperion_crashed,"Crashed Hyperion",
CV_ISS,"Research Station",
BA_TransportationStation,"Transportation Hub",
BA_Epsilon_DroneBase,"Drone Base",
BA_Xenu_DroneBase,"Drone Base",
BA_Rados_DroneBase,"Drone Base",
BA_GhostRider_DroneBase,"Drone Base",
Alien_artifact_obelisk,"Alien Artifact",
BA_AlienTower1,"Alien Tower V1",
BA_AlienTower2,"Alien Tower V2",
BA_AlienTower3,"Alien Tower V3",
BA_AlienTower4,"Alien Tower V4",
BA_HabitatBeta,"Alien Base",
BA_PF1,"Alien Base",
BA_PF7,"Alien Base",
BA_OrbitalSpire,"Alien Base",
BA_Dead8Eye-HQ,"Alien Base",
BA_SpireSatellite,"Alien Base",
BA_RadosPowerStation,"Rados Power Station",
BA_RadosRefinery,"Rados Refinery",
BA_RadosFuelDepot,"Rados Fuel Depot",
BA_RadosDefenceI,"Rados Defence I",
BA_RadosDefenceII,"Rados Defence II",
BA_RadosDefenceIII,"Rados Defence III",
BA_Rados_MissileSilo,"Rados Missile Silo",
BA_EpsilonDefenceI,"Epsilon Defence I",
BA_EpsilonDefenceII,"Epsilon Defence II",
BA_EpsilonFactory,"Epsilon Factory",
BA_EpsilonKraftwerk,"Epsilon Power Station",
BA_EpsilonDroneFactory,"Epsilon Weapon Factory",
BA_GhostRiderBaseI,"Ghost Rider Base I",
BA_GhostRiderBaseII,"Ghost Rider Base II",
BA_GhostRiderDefenceI,"Ghost Rider Defence II",
BA_GhostRiderDefenceII,"Ghost Rider Defence II",
BA_GhostRiderDefenceIII,"Ghost Rider Defence III",
BA_GhostRiderDefenceIV,"Ghost Rider Defence IV",
BA_GhostRiderBiolab,"Ghost Rider Biolab",
BA_GhostRiderHQ,"Ghost Rider HQ",
BA_MiningComplex,"Xenu Mining Complex",
BA_XenuRareSupplyStation,"Xenu Supply Station",
BA_XenuWalkerBase,"Xenu Walker Base",
BA_XenuDefenceI,"Xenu Defence I",
BA_XenuDefenceII,"Xenu Defence II",
BA_XenuDefenceIII,"Xenu Defence III",
BA_XenuTemple,"Xenu Temple",
BA_XenuColony,"Xenu Colony",
BA_XenuAdvArmory,"Xenu Armory MKII",
BA_XenuAdvPowerStation,"Xenu PowerStation MKII",
BA_XenuAdvRadar,"Xenu Radar MKII",
BA_XenuAdvSpaceport,"Xenu Spaceport MKII",
BA_XenuAdvVehiclePort,"Xenu Vehicle Port MKII",
BA_XenuArmory,"Xenu Armory MKI",
BA_XenuPowerStation,"Xenu PowerStation MKI",
BA_XenuRadar,"Xenu Radar MKI",
BA_XenuSpaceport,"Xenu Spaceport MKI",
BA_XenuVehiclePort,"Xenu Vehicle Port MKI",
BA_XenuFortressP1,"Xenu Fortress P1",
BA_RadosAdvBase,"Rados Base MKII",
BA_RadosAdvComCenter,"Rados ComCenter MKII",
BA_RadosAdvOxyDepot,"Rados Oxygen Depot MKII",
BA_RadosAdvSupplyStation,"Rados Supply Station MKII",
BA_RadosBase,"Rados Base MKI",
BA_RadosComCenter,"Rados ComCenter MKI",
BA_RadosOxyDepot,"Rados Oxygen Depot MKI",
BA_RadosSupplyStation,"Rados Supply Station MKI",
BA_GhostAdvDronePort,"Ghost Drone Port MKII",
BA_GhostAdvPowerStation,"Ghost Power Station MKII",
BA_GhostAdvStealth,"Ghost Stealth MKII",
BA_GhostAdvSupport,"Ghost Support MKII",
BA_GhostDronePort,"Ghost Drone Port MKI",
BA_GhostPowerStation,"Ghost Power Station MKI",
BA_GhostStealth,"Ghost Stealth MKI",
BA_GhostSupport,"Ghost Support MKI",
BA_EpsilonAdvComCenter,"Epsilon ComCenter MKII",
BA_EpsilonAdvFortress,"Epsilon Fortress MKII",
BA_EpsilonAdvOutpost,"Epsilon Outpost MKII",
BA_EpsilonAdvSpaceport,"Epsilon Spaceport MKII",
BA_EpsilonComCenter,"Epsilon ComCenter MKI",
BA_EpsilonFortress,"Epsilon Fortress MKI",
BA_EpsilonOutpost,"Epsilon Outpost MKI",
BA_EpsilonSpaceport,"Epsilon Spaceport MKI",
BA_Unknown-Artifact,"Unknown Artifact",
BA_Unknown-Structure,"Unknown Structure",
BA_TalonGuardianTempel,"Talon Guardian Temple",
BA_TalonGuardianVillage,"Talon Guardian Village",
BA_AbandonedMine,"Abandoned Mine",
BA_AbandonedFactory,"Abandoned Factory",
Mass,Mass,
Hardness,Armor,
HitPoints,"Hit Points",
UnlockCost,"Unlock Cost",
UnlockLevel,"Unlock Level",
EnergyIn,"Energy In",
EnergyOut,"Energy Out",
ThrusterForce,Force,
AmmoCapacity,"Magazine Capacity",
AmmoType,Ammo,
ReloadDelay,"Reload Time (s)",
Damage,Damage,
RotSpeed,"Rotation Speed (d/s)",
ExplosionRadius,"Explosion Radius",
FoodValue,Food,
HealthValue,Health,
StaminaValue,Stamina,
OxygenValue,Oxygen,
Range,"Range (m)",
DmgMultiplierHead,"Dmg Multi Head",
ROF,"Rate of Fire",
Effect,Effect,
EffectiveAgainst,"Effective Against",
Armor,Armor,
Place,Placement,
FlyDirBottom,"Flight Direction (Bottom)",
FlyDirTop,"Flight Direction (Top)",
FlyDir,"Flight Direction",
PoisonBit,"Poisonous Bite",
OpenWound,"Open Wound",
Parasite1,Parasite2,Alien-Parasit;
GrowthTimeInfo,"Growth Time (min)",
FoodDecayTime,"Perish Time",
O2Value,"O2 Value",
FuelValue,"Fuel Value",
AllowPlacingAt,Placeable,
RepairPerSecond,"Repair per Second",
Repairs,"Repair limited to",
ItemsPerHour,"Ores per Hour",
ItemStorageLimit,"Storage Limit",
MS,CV,
SS,SV,
GV,HV,
Base,BA,
Terrain,T,
bkiAmmo,"Ammunition used for reloading a weapon. Please refer to the corresponding weapon for more information.",
bkiAmmoHoming,"Ammunition used for reloading a weapon with homing capabilities. Please refer to the corresponding weapon for more information.",
bkiIngredient,"Intermediate product used as an ingredient for processing into a more complex product. See templates for exact use.",
bkiIngredientConsumable,"Intermediate product used as an ingredient for processing into a more complex product. See templates for exact use. Can also be consumed with LMB from toolbar or from Inventory with Shift+RMB.",
bkiComponent,"Intermediate product used as a component for processing into a more complex product. See templates for exact use.",
bkiConsumable,"Consumable: Use with LMB from toolbar or from Inventory with Shift+RMB.",
bkiWarpDriveTank,"Crystals used for warp jump. Fill warp drive tank with these crystals to power your warp drive.",
bkiGenNoFunction,"This device is not functional yet",
bkiOfflineProtect,"Placing this device in a structure yields offline protection on PvP playfields.",
bkiOxygenTank,"Device used for storing oxygen bottles. Required for oxygen station to fill up suit oxygen",
bkiCloneChamber,"Sets spawn point",
bkiMedicinelabMS,"Restores health and sets spawn point",
bkiGyroscope,"Required on every vessel for turning",
bkiGyroscopeGV,"Required on every vessel for turning. Required to execute emergency flip (Left Shift) if upside down",
bkiOxygenStation,"Device used for replenishing your suit oxygen. Requires oxygen tank filled with oxygen bottles to operate",
bkiLightPlant,"Required for growing plants. Max illumination range: 2 blocks",
bkiBandages,"Restores around 80 health. Use with LMB from toolbar or from Inventory with Shift+RMB.",
bkiMedikit02,"Restores around 120 health. Use with LMB from toolbar or from Inventory with Shift+RMB.",
bkiMedikit03,"Restores around 300 health. Use with LMB from toolbar or from Inventory with Shift+RMB.",
bkiAdrenalineShot,"Stamina boost during 100 seconds. Use with LMB from toolbar or from Inventory with Shift+RMB.",
bkiTextureTool,"Tool used for texturing building blocks. Add to toolbar and apply texture with LMB. Open texture selection menu with RMB.",
bkiColorTool,"Tool used for coloring building blocks. Add to toolbar and apply color with LMB. Open color selection menu with RMB.",
bkiAmmoFullLoad,"One charge fills up whole magazine",
bkiOxygenBottleSmall,"Emergency O2 bottle. Add to toolbar and use with LMB or use directly from Inventory with Shift+RMB.",
bkiSpawnNewBase,"Starter block for your base (BA). Add to toolbar and place with LMB",
bkiSpawnNewSV,"Starter block for your small vessel (SV). Add to toolbar and place with LMB",
bkiSpawnNewCV,"Starter block for your capital vessel (CV). Add to toolbar and place with LMB",
bkiSpawnNewGV,"Starter block for your hover vessel (HV). Add to toolbar and place with LMB",
bkiFuelTank,"Device used for storing fuel packs. Required for power generator",
bkiFoodProcessor,"Device used for food preparation and other organic processing",
bkiPassengerSeat,"Device used for carrying passengers with you",
bkiCockpit,"Required on every vessel for piloting",
bkiContainerAmmo,"Container that stores ammo for your mounted weapons",
bkiContainer,"Basic storage container",
bkiGravityGenerator,"Generates an artificial gravity field in space",
bkiTurretSpace,"Auto aiming or manual turret and only functional in space.",
bkiNotAutomaticDoor,"This is a non-automatic door that opens only manually.",
bkiBlockGroup,"This block represents a group of blocks. Add to toolbar and press RMB to unfold group",
bkiTruss,"Light building block",
bkiWallBlock,"Thin interior building block",
bkiWallCorner,"L-shaped interior building block",
bkiLandinggear,"Device used for docking your Small or Hover Vessels to Capital Vessels",
bkiLandinggearSV,"Device used for docking your Small Vessels to Capital Vessels",
bkiGenerator,"Device used for generating power. Requires fuel tank filled with fuel packs to operate",
bkiFridge,"Device used for storing food. When powered stops food from perishing",
bkiExplosives,"Add to toolbar and press LMB to attach to a surface - it will explodes after 8 seconds",
bkiEpicWeapon,"This is an epic weapon that can only be found and not be crafted.",
bkiInteriorBlock,"Interior hull block",
bkiThruster,"Main thruster unit for main propulsion",
bkiThrusterDirectional,"Smaller thruster unit for secondary propulsion",
bkiHoverEngine,"Hover engine applies local force to maintain HV in air. Place several engines to ensure that HV is in equilibrium. Take into account weight distribution on HV.",
bkiHoverBooster,"This device applies a short but strong force to allow your HV to perform a jump.",
bkiGrowingPot,"Required for growing plants together with illumination of grow light",
bkiOxygenGenerator,"Converts H2O into oxygen bottles. Must be deployed in water",
bkiOxygenGeneratorSmall,"Extracts oxygen from the atmosphere to generate small oxygen bottles.",
bkiOxygenHydrogenGenerator,"Converts H2O into oxygen and hydrogen bottles. Must be deployed in water",
bkiSpotlight,"Strong light source for external illumination",
bkiArtificialmass,"Artificial Mass adds additional weight and is used to balance the Center of Mass of the vessel for improved flight and hover behavior.",
bkiCore,"Central processing unit required on every structure. When destroyed structure is not controllable anymore",
bkiLightWork,"Device used for external illumination",
bkiWaterGenerator,"Creates purified water fromÂ natural water sources. Must be deployed in water",
bkiDecoBlock,"Decorational building block",
bkiDecoModel,"Decorational device",
bkiAlienPlantSprout,"The delicate sprout of the alien plant will not grow anymore on terrain. You need highly fertile growing plot",
bkiPlantSprout,"This delicate sprout will not grow on terrain. You need highly fertile growing plot",
bkiWindowNoShutterSemiTrans,"Basic window without shutter. Semi-transparent from inside and outside",
bkiWindowShutterTrans,"Basic window with shutter. Fully transparent from inside and outside",
igmRemoveBlockFromMap,"{0} is gone. Removing it from map",
igmItemAccessSingle,"Press '{0}' to pick up {1}",
igmItemAccessMany,"Press '{0}' to pick up {2}x {1}",
igmContainerAccess,"Press '{{0}}' to access {0}",
igmEntityAccess,"Press '{0}' to access {1}",
igmBlockPickup,"Press '{{0}}' to pick up {0}",
igmBlockAccess,"Press '{{0}}' toÂ access {0}",
igmOpenDoor,"Press '{{0}}' to open {0}",
igmCloseDoor,"Press '{{0}}' to close {0}",
igmPickupPlantSingle,"Press '{{0}}' to pick up {0}",
igmPickupPlantMany,"Press '{{0}}' to pick up {1}x {0}",
igmCannotDigHere,"You cannot dig here",
igmScrShot,"Screenshot '{0}' saved",
igmPassSeatNotActive,"Passenger seat not activated",
igmPlayerDroneDistance,"You are losing contact to your drone",
igmPlayerDroneLost,"Contact lost to your drone",
igmBlockCountExceeded,"Cannot place {0} as only {1} allowed! Currently placed:Â {2}",
igmO2NeedsWater,"Place it into the water",
igmWrongCode,"Wrong code",
igmEnterCode,"Enter code:",
igmPressToEnterCode,"Press '{0}' to enter lock code",
igmFindAnAtm,"Find an ATM to transfer the money to your account",
SvrPlayerExits,"Name conflict: Name '{0}' already exists - Please change your name.",
SvrAccessNoWhitelist,"Access denied: Not on whitelist of server.",
SvrBannedPlayer,"Ban of player '{0}' until {1}: {2}.",
SvrCannotConnect,"You cannot connect to the server: {0}",
SvrCannotConnectHeader,"You cannot connect to the server:",
SvrInputError,"Input error: Unrecognized input '{0}' from client {1}",
SvrVersionMismatch,"Version conflict: Server '{1}' - you '{0}'.",
SvrMaxPlayers,"Player limit: Max player count of {0} reached.",
SvrActivationError,"Activation error: Please activate your account '{0}'.",
SvrNameConflict,"Name conflict: Name '{0}' already exists - Please change your name.",
SvrWorldNotFound,"{0} is not available on this server.",
tutPDA,"Press '{0}' to access the PDA with its tutorials and FAQs",
lpsUseSpotlights,"Use spotlights to explore during night",
lpsBeWellPrepared,"Be well prepared for the next adventure",
lpsFindGoodSpot,"Find a good spot for your base",
lpsAsteroidsSathium,"Asteroids provide you with Sathium ore",
lpsNonHostileCreatures,"Not all creatures are hostile",
lpsOverseers,"Alien bugs can spread dangerous diseases",
lpsArachnids,"Beware of dangerous Arachnids on desert planets",
lpsBaseOnMountain,"A base high up in the mountains can be better defended",
lpsZascosiumOnLava,"The rare Erestrum ore can be found on lava planets",
lpsErestrumOnIce,"Neodymium ore can be found on ice planets",
lpsOxygenSupply,"Be sure to have enough oxygen supply",
lpsBaseInWater,"A base in the water makes oxygen production easier",
lpsTemperatePlanetAtmo,"Temperate planets often have a breathable atmosphere",
lpsHelmetForDiving,"For diving you need to wear your helmet",
lpsExploreVessel,"Use your small vessel for fast exploration",
lpsFancyHome,"Build yourself a fancy home",
lpsForestPlanet,"Forest planets are the home of dangerous spiders",
lpsAsteroidField,"Be careful when you traverse an asteroid field",
Hint:,Hint:,
Health:,Health:,
Food:,Food:,
Oxygen:,Oxygen:,
Stamina:,Stamina:,
Speed:,Speed:,
Jetpack:,Jetpack:,
Gravity:,Gravity:,
Helmet:,Helmet:,
"New Game","NEW GAME",
"Resume Game","RESUME GAME",
Multiplayer,MULTIPLAYER,
Options,OPTIONS,
"Player Setup","PLAYER SETUP",
Exit,EXIT,
Tutorial,Tutorial,
Name,Name,
Location,Location,
"Save Date","Save Date",
Delete,Delete,
Backup,Backup,
Rename,Rename,
"Load Game","Load Game",
Back,Back,
"Game Name:","Game Name:",
"Game Mode:","Game Mode:",
Seed:,Seed:,
"Empty World:","Empty World:",
"Start Location:","Start Location:",
"Start Game","Start Game",
"IP Address:","IP Address:",
Port:,Port:,
Connect,Connect,
Audio,Audio,
Video,Video,
Controls,Controls,
Misc,Misc,
Resolution,Resolution,
Quality,Quality,
Fullscreen,Fullscreen,
mnuAspectRatioHint,"(Only resolutions with native aspect ratio (marked with *) can be used for Fullscreen mode)",
"Total Volume","Total Volume",
"Music Volume","Music Volume",
"Mouse Sensitivity","Mouse Sensitivity",
"Invert Mouse","Invert Mouse",
"Input Setup","Input Setup",
Action,Action,
Primary,Primary,
Secondary,Secondary,
"Reset to Defaults","Reset to Defaults",
"In-Game Hints:","In-Game Hints:",
Language:,Language:,
Yes,Yes,
No,No,
On,On,
Off,Off,
Survival,Survival,
Creative,Creative,
"not supported","not supported",
